ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs2aq01,cs2aq02,cs2aq03,cs2aq04,cs2aq05,cs2aq06,cs2aq06_os,cs2aq07,cs2aq07_os,cs2aq08,cs2aq09,cs2aq10,cs2aq11
030906088802103,1. RURAL,3. AMHARA,09,06,8,88,021,03,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,1. YES
030910010100304,2. URBAN,3. AMHARA,09,10,1,1,003,04,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
031002088801007,1. RURAL,3. AMHARA,10,02,8,88,010,07,2. NO,2. NO,2. NO,2. NO,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
031004088801803,1. RURAL,3. AMHARA,10,04,8,88,018,03,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,2. NO
031007010100107,2. URBAN,3. AMHARA,10,07,1,1,001,07,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
031101088800314,1. RURAL,3. AMHARA,11,01,8,88,003,14,2. NO,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,1. YES
031101088800715,1. RURAL,3. AMHARA,11,01,8,88,007,15,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
031105010500201,2. URBAN,3. AMHARA,11,05,1,5,002,01,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
031201088800105,1. RURAL,3. AMHARA,12,01,8,88,001,05,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,3. Thatch,,1. YES,1. YES,2. NO,2. NO
031201088800502,1. RURAL,3. AMHARA,12,01,8,88,005,02,2. NO,1. YES,2. NO,1. YES,2. NO,3. Wood,,3. Thatch,,2. NO,2. NO,,2. NO
031301088800101,1. RURAL,3. AMHARA,13,01,8,88,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
031301088800401,1. RURAL,3. AMHARA,13,01,8,88,004,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
031303010300223,2. URBAN,3. AMHARA,13,03,1,3,002,23,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
031401088800203,1. RURAL,3. AMHARA,14,01,8,88,002,03,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
031401088800709,1. RURAL,3. AMHARA,14,01,8,88,007,09,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
031405010100309,2. URBAN,3. AMHARA,14,05,1,1,003,09,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
031503088800107,1. RURAL,3. AMHARA,15,03,8,88,001,07,2. NO,1. YES,2. NO,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
031506010100103,2. URBAN,3. AMHARA,15,06,1,1,001,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
031506088800509,1. RURAL,3. AMHARA,15,06,8,88,005,09,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
031511088801109,1. RURAL,3. AMHARA,15,11,8,88,011,09,2. NO,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
031603088801008,1. RURAL,3. AMHARA,16,03,8,88,010,08,2. NO,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,1. YES,2. NO,1. YES
031604088800605,1. RURAL,3. AMHARA,16,04,8,88,006,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,1. YES,2. NO,1. YES
031605010100105,2. URBAN,3. AMHARA,16,05,1,1,001,05,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
040116010100105,2. URBAN,4. OROMIA,01,16,1,1,001,05,1. YES,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
040203088800403,1. RURAL,4. OROMIA,02,03,8,88,004,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
040212088800506,1. RURAL,4. OROMIA,02,12,8,88,005,06,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040302010100105,2. URBAN,4. OROMIA,03,02,1,1,001,05,1. YES,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
040302088801201,1. RURAL,4. OROMIA,03,02,8,88,012,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040310088800903,1. RURAL,4. OROMIA,03,10,8,88,009,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040403088803808,1. RURAL,4. OROMIA,04,03,8,88,038,08,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,1. YES
040409088801903,1. RURAL,4. OROMIA,04,09,8,88,019,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
040416088800808,1. RURAL,4. OROMIA,04,16,8,88,008,08,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
040417010100207,2. URBAN,4. OROMIA,04,17,1,1,002,07,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
040502088800607,1. RURAL,4. OROMIA,05,02,8,88,006,07,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
040511088800604,1. RURAL,4. OROMIA,05,11,8,88,006,04,2. NO,1. YES,2. NO,2. NO,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040521020100101,2. URBAN,4. OROMIA,05,21,2,1,001,01,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
040601088802404,1. RURAL,4. OROMIA,06,01,8,88,024,04,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,2. NO
040606088801505,1. RURAL,4. OROMIA,06,06,8,88,015,05,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
040702030100113,2. URBAN,4. OROMIA,07,02,3,1,001,13,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040807010100204,2. URBAN,4. OROMIA,08,07,1,1,002,04,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
040903010100103,2. URBAN,4. OROMIA,09,03,1,1,001,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040903088802905,1. RURAL,4. OROMIA,09,03,8,88,029,05,2. NO,2. NO,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040909088802804,1. RURAL,4. OROMIA,09,09,8,88,028,04,2. NO,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
040913088802102,1. RURAL,4. OROMIA,09,13,8,88,021,02,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
041001088801403,1. RURAL,4. OROMIA,10,01,8,88,014,03,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
041008088801110,1. RURAL,4. OROMIA,10,08,8,88,011,10,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
041009010100207,2. URBAN,4. OROMIA,10,09,1,1,002,07,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,5. Bambo/Reed,,2. NO,2. NO,,2. NO
041013088801410,1. RURAL,4. OROMIA,10,13,8,88,014,10,2. NO,2. NO,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
041109088800302,1. RURAL,4. OROMIA,11,09,8,88,003,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
041112010100108,2. URBAN,4. OROMIA,11,12,1,1,001,08,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
041117088800104,1. RURAL,4. OROMIA,11,17,8,88,001,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
041207088800703,1. RURAL,4. OROMIA,12,07,8,88,007,03,1. YES,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,4. Wood and Mud,,1. YES,2. NO,,2. NO
041212088800904,1. RURAL,4. OROMIA,12,12,8,88,009,04,1. YES,2. NO,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
041303088803505,1. RURAL,4. OROMIA,13,03,8,88,035,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
041310088801505,1. RURAL,4. OROMIA,13,10,8,88,015,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,2. NO
041401088802208,1. RURAL,4. OROMIA,14,01,8,88,022,08,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
041402010100102,2. URBAN,4. OROMIA,14,02,1,1,001,02,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
041407088800512,1. RURAL,4. OROMIA,14,07,8,88,005,12,2. NO,1. YES,2. NO,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
041502088800405,1. RURAL,4. OROMIA,15,02,8,88,004,05,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
041506088800605,1. RURAL,4. OROMIA,15,06,8,88,006,05,2. NO,2. NO,2. NO,2. NO,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
041602020100103,2. URBAN,4. OROMIA,16,02,2,1,001,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,1. YES
041602088800902,1. RURAL,4. OROMIA,16,02,8,88,009,02,2. NO,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,1. YES
041606088800702,1. RURAL,4. OROMIA,16,06,8,88,007,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,2. NO
041701088800105,1. RURAL,4. OROMIA,17,01,8,88,001,05,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
041704088803702,1. RURAL,4. OROMIA,17,04,8,88,037,02,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
041709088800509,1. RURAL,4. OROMIA,17,09,8,88,005,09,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
041801088800702,1. RURAL,4. OROMIA,18,01,8,88,007,02,1. YES,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,6. Plastic Canvas,,2. NO,2. NO,,1. YES
041803010100206,2. URBAN,4. OROMIA,18,03,1,1,002,06,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
041805088802106,1. RURAL,4. OROMIA,18,05,8,88,021,06,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,,2. NO,,1. YES
041907088801302,1. RURAL,4. OROMIA,19,07,8,88,013,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
041911088801308,1. RURAL,4. OROMIA,19,11,8,88,013,08,1. YES,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
042002088802503,1. RURAL,4. OROMIA,20,02,8,88,025,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
042007088801902,1. RURAL,4. OROMIA,20,07,8,88,019,02,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
042101010101005,2. URBAN,4. OROMIA,21,01,1,1,010,05,1. YES,1. YES,1. YES,1. YES,2. NO,18. Other (Specify),Enchti ena Dinigaye,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
042101010501435,2. URBAN,4. OROMIA,21,01,1,5,014,35,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
042323010101103,2. URBAN,4. OROMIA,23,23,1,1,011,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
042424010100685,2. URBAN,4. OROMIA,24,24,1,1,006,85,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
042828010100624,2. URBAN,4. OROMIA,28,28,1,1,006,24,1. YES,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
043030010100345,2. URBAN,4. OROMIA,30,30,1,1,003,45,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
043131010100723,2. URBAN,4. OROMIA,31,31,1,1,007,23,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
043535010100252,2. URBAN,4. OROMIA,35,35,1,1,002,52,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
050102010100102,2. URBAN,5. SOMALI,01,02,1,1,001,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,4. Wood and Mud,,1. YES,2. NO,,2. NO
050103088801103,1. RURAL,5. SOMALI,01,03,8,88,011,03,1. YES,1. YES,1. YES,1. YES,2. NO,2. Wood and Thatch,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
050109088800301,1. RURAL,5. SOMALI,01,09,8,88,003,01,2. NO,2. NO,2. NO,1. YES,1. YES,1. Wood and mud,,4. Wood and Mud,,2. NO,2. NO,,2. NO
050202088801303,1. RURAL,5. SOMALI,02,02,8,88,013,03,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,6. Plastic Canvas,,2. NO,1. YES,2. NO,2. NO
050205030100101,2. URBAN,5. SOMALI,02,05,3,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
050205088802405,1. RURAL,5. SOMALI,02,05,8,88,024,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050206088801407,1. RURAL,5. SOMALI,02,06,8,88,014,07,2. NO,1. YES,1. YES,1. YES,2. NO,2. Wood and Thatch,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
050207088800806,1. RURAL,5. SOMALI,02,07,8,88,008,06,2. NO,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
050212010100806,2. URBAN,5. SOMALI,02,12,1,1,008,06,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050212010101601,2. URBAN,5. SOMALI,02,12,1,1,016,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050212010101923,2. URBAN,5. SOMALI,02,12,1,1,019,23,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
050212010102805,2. URBAN,5. SOMALI,02,12,1,1,028,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050213088801502,1. RURAL,5. SOMALI,02,13,8,88,015,02,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
050301088800706,2. URBAN,5. SOMALI,03,01,8,88,007,06,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
050303088800907,2. URBAN,5. SOMALI,03,03,8,88,009,07,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050304088801205,2. URBAN,5. SOMALI,03,04,8,88,012,05,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
050309088800903,2. URBAN,5. SOMALI,03,09,8,88,009,03,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
050310010100201,2. URBAN,5. SOMALI,03,10,1,1,002,01,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
050312010101002,2. URBAN,5. SOMALI,03,12,1,1,010,02,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050405088800906,2. URBAN,5. SOMALI,04,05,8,88,009,06,1. YES,1. YES,1. YES,1. YES,1. YES,18. Other (Specify),korkoro ena enchet,9. Other (Specify),enchet ena cherk,2. NO,2. NO,,2. NO
050405088801501,2. URBAN,5. SOMALI,04,05,8,88,015,01,1. YES,1. YES,1. YES,1. YES,1. YES,18. Other (Specify),korkoro ena enchet,9. Other (Specify),enchet ena cherk,2. NO,2. NO,,2. NO
050407010100404,2. URBAN,5. SOMALI,04,07,1,1,004,04,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,6. Plastic Canvas,,1. YES,2. NO,,2. NO
050408088800501,2. URBAN,5. SOMALI,04,08,8,88,005,01,2. NO,1. YES,2. NO,1. YES,2. NO,18. Other (Specify),enchet ena kokoro,9. Other (Specify),enchetena cherke,2. NO,2. NO,,2. NO
050502088800603,2. URBAN,5. SOMALI,05,02,8,88,006,03,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
050506088800603,2. URBAN,5. SOMALI,05,06,8,88,006,03,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050511010100602,2. URBAN,5. SOMALI,05,11,1,1,006,02,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
050602088800702,2. URBAN,5. SOMALI,06,02,8,88,007,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
050604088800604,2. URBAN,5. SOMALI,06,04,8,88,006,04,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050605020100107,2. URBAN,5. SOMALI,06,05,2,1,001,07,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
050606088800801,2. URBAN,5. SOMALI,06,06,8,88,008,01,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
050610088800304,2. URBAN,5. SOMALI,06,10,8,88,003,04,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
050611010100206,2. URBAN,5. SOMALI,06,11,1,1,002,06,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050611010101009,2. URBAN,5. SOMALI,06,11,1,1,010,09,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
050701088801207,2. URBAN,5. SOMALI,07,01,8,88,012,07,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
050703088800901,2. URBAN,5. SOMALI,07,03,8,88,009,01,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
050704088801101,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,4. Wood and Mud,,2. NO,2. NO,,2. NO
050706010100201,2. URBAN,5. SOMALI,07,06,1,1,002,01,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
050707088800603,2. URBAN,5. SOMALI,07,07,8,88,006,03,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
050801010100308,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. NO,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
050802088801803,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
050805088800704,2. URBAN,5. SOMALI,08,05,8,88,007,04,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
050807088800305,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. NO,2. NO,1. YES,1. YES,2. NO,2. Wood and Thatch,,6. Plastic Canvas,,2. NO,1. YES,2. NO,2. NO
050808088801601,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,3. Thatch,,2. NO,1. YES,2. NO,2. NO
050901010100102,2. URBAN,5. SOMALI,09,01,1,1,001,02,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
050902088801202,1. RURAL,5. SOMALI,09,02,8,88,012,02,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,1. YES,1. YES,2. NO,1. YES
050905088800202,1. RURAL,5. SOMALI,09,05,8,88,002,02,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,1. YES,1. YES,1. YES,2. NO
050906010100116,2. URBAN,5. SOMALI,09,06,1,1,001,16,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
050907088800903,1. RURAL,5. SOMALI,09,07,8,88,009,03,2. NO,1. YES,2. NO,2. NO,1. YES,1. Wood and mud,,4. Wood and Mud,,1. YES,1. YES,1. YES,2. NO
051003088800201,2. URBAN,5. SOMALI,10,03,8,88,002,01,2. NO,1. YES,2. NO,1. YES,2. NO,18. Other (Specify),enchetena korkoro,9. Other (Specify),cherk ena enchet,2. NO,2. NO,,2. NO
051004088801303,2. URBAN,5. SOMALI,10,04,8,88,013,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
051101088801203,2. URBAN,5. SOMALI,11,01,8,88,012,03,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,6. Plastic Canvas,,2. NO,2. NO,,2. NO
060101088800403,1. RURAL,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,1. YES,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
060103088801802,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,018,02,1. YES,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
060103088804602,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,046,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
