ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs2aq01,cs2aq02,cs2aq03,cs2aq04,cs2aq05,cs2aq06,cs2aq06_os,cs2aq07,cs2aq07_os,cs2aq08,cs2aq09,cs2aq10,cs2aq11
130102088800511,1. RURAL,13. HARAR,01,02,8,88,005,11,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130102088800608,1. RURAL,13. HARAR,01,02,8,88,006,08,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
130103088800103,1. RURAL,13. HARAR,01,03,8,88,001,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
130103088800211,1. RURAL,13. HARAR,01,03,8,88,002,11,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
130103088800305,1. RURAL,13. HARAR,01,03,8,88,003,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
130103088800402,1. RURAL,13. HARAR,01,03,8,88,004,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100101,2. URBAN,13. HARAR,01,04,1,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100202,2. URBAN,13. HARAR,01,04,1,1,002,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100210,2. URBAN,13. HARAR,01,04,1,1,002,10,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100219,2. URBAN,13. HARAR,01,04,1,1,002,19,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100226,2. URBAN,13. HARAR,01,04,1,1,002,26,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100305,2. URBAN,13. HARAR,01,04,1,1,003,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
130104010100312,2. URBAN,13. HARAR,01,04,1,1,003,12,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100321,2. URBAN,13. HARAR,01,04,1,1,003,21,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130105010100102,2. URBAN,13. HARAR,01,05,1,1,001,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130105010100203,2. URBAN,13. HARAR,01,05,1,1,002,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130105010100209,2. URBAN,13. HARAR,01,05,1,1,002,09,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130106010100101,2. URBAN,13. HARAR,01,06,1,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130106010100108,2. URBAN,13. HARAR,01,06,1,1,001,08,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130106010100201,2. URBAN,13. HARAR,01,06,1,1,002,01,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130106010100208,2. URBAN,13. HARAR,01,06,1,1,002,08,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130106010100304,2. URBAN,13. HARAR,01,06,1,1,003,04,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130107010100103,2. URBAN,13. HARAR,01,07,1,1,001,03,1. YES,2. NO,1. YES,1. YES,2. NO,5. Stone and mud,,4. Wood and Mud,,2. NO,2. NO,,2. NO
130107010100208,2. URBAN,13. HARAR,01,07,1,1,002,08,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
130107010100305,2. URBAN,13. HARAR,01,07,1,1,003,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
130108010100203,2. URBAN,13. HARAR,01,08,1,1,002,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
130108010100301,2. URBAN,13. HARAR,01,08,1,1,003,01,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
130108010100309,2. URBAN,13. HARAR,01,08,1,1,003,09,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
130108010100317,2. URBAN,13. HARAR,01,08,1,1,003,17,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
130109010100303,2. URBAN,13. HARAR,01,09,1,1,003,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140101010100114,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140104010100403,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
140107010100712,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
140109010100904,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140202010200210,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140205010200504,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140208010200823,2. URBAN,14. ADDIS ABABA,02,08,1,2,008,23,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140301010300138,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140303010300315,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
140303010300329,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
140305010300533,2. URBAN,14. ADDIS ABABA,03,05,1,3,005,33,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140307010300706,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140309010300913,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140311010301140,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140313010301371,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140401010400123,2. URBAN,14. ADDIS ABABA,04,01,1,4,001,23,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140405010400515,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
140501010500113,2. URBAN,14. ADDIS ABABA,05,01,1,5,001,13,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140504010500449,2. URBAN,14. ADDIS ABABA,05,04,1,5,004,49,1. YES,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140509010500925,2. URBAN,14. ADDIS ABABA,05,09,1,5,009,25,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140602010600224,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140606010600617,2. URBAN,14. ADDIS ABABA,06,06,1,6,006,17,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140701010700106,2. URBAN,14. ADDIS ABABA,07,01,1,7,001,06,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140702010700258,2. URBAN,14. ADDIS ABABA,07,02,1,7,002,58,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
140705010700528,2. URBAN,14. ADDIS ABABA,07,05,1,7,005,28,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140707010700732,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140710010701008,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140711010701116,2. URBAN,14. ADDIS ABABA,07,11,1,7,011,16,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140712010701250,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,50,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140712010701264,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,64,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140713010701371,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140801010800119,2. URBAN,14. ADDIS ABABA,08,01,1,8,001,19,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140804010800447,2. URBAN,14. ADDIS ABABA,08,04,1,8,004,47,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140807010800749,2. URBAN,14. ADDIS ABABA,08,07,1,8,007,49,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140809010800932,2. URBAN,14. ADDIS ABABA,08,09,1,8,009,32,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140810010801022,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,22,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140810010801057,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,57,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140812010801246,2. URBAN,14. ADDIS ABABA,08,12,1,8,012,46,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140813010801344,2. URBAN,14. ADDIS ABABA,08,13,1,8,013,44,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140901010900115,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,15,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
140901010900128,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,28,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
140902010900263,2. URBAN,14. ADDIS ABABA,09,02,1,9,002,63,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140905010900503,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140906010900663,2. URBAN,14. ADDIS ABABA,09,06,1,9,006,63,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140909010900935,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140911010901147,2. URBAN,14. ADDIS ABABA,09,11,1,9,011,47,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
140912010901207,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
141001011000136,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
141004011000409,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
141005011000511,2. URBAN,14. ADDIS ABABA,10,05,1,10,005,11,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
141007011000713,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
141008011000847,2. URBAN,14. ADDIS ABABA,10,08,1,10,008,47,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
150101010100105,2. URBAN,15. DIRE DAWA,01,01,1,1,001,05,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100117,2. URBAN,15. DIRE DAWA,01,01,1,1,001,17,1. YES,1. YES,1. YES,1. YES,1. YES,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100305,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. YES,1. YES,1. YES,1. YES,2. NO,"8. Blocks, unplastered",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100318,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100330,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100344,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100357,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100370,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100383,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100407,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100420,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100431,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100511,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
150101010100524,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
150101010100538,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
150101010100550,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
150101010100607,2. URBAN,15. DIRE DAWA,01,01,1,1,006,07,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100620,2. URBAN,15. DIRE DAWA,01,01,1,1,006,20,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100712,2. URBAN,15. DIRE DAWA,01,01,1,1,007,12,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100726,2. URBAN,15. DIRE DAWA,01,01,1,1,007,26,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100807,2. URBAN,15. DIRE DAWA,01,01,1,1,008,07,1. YES,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100822,2. URBAN,15. DIRE DAWA,01,01,1,1,008,22,1. YES,1. YES,1. YES,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010100912,2. URBAN,15. DIRE DAWA,01,01,1,1,009,12,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010101001,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,1. YES,2. NO,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010101013,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,2. NO,1. YES,1. YES,1. YES,2. NO,10. Mud bricks (traditional),,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010101026,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,2. NO,1. YES,1. YES,1. YES,2. NO,10. Mud bricks (traditional),,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010110304,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101010110317,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101088800302,1. RURAL,15. DIRE DAWA,01,01,8,88,003,02,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
150101088800411,2. URBAN,15. DIRE DAWA,01,01,8,88,004,11,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101088800501,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,2. NO,1. YES,1. YES,1. YES,1. YES,6. Stone and cement,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
150101088801007,1. RURAL,15. DIRE DAWA,01,01,8,88,010,07,2. NO,2. NO,1. YES,1. YES,2. NO,2. Wood and Thatch,,6. Plastic Canvas,,2. NO,1. YES,2. NO,2. NO
150101088801401,1. RURAL,15. DIRE DAWA,01,01,8,88,014,01,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,4. Wood and Mud,,2. NO,2. NO,,2. NO
150101088801705,1. RURAL,15. DIRE DAWA,01,01,8,88,017,05,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,4. Wood and Mud,,2. NO,2. NO,,2. NO
150101088802010,1. RURAL,15. DIRE DAWA,01,01,8,88,020,10,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
150101088802301,1. RURAL,15. DIRE DAWA,01,01,8,88,023,01,2. NO,2. NO,2. NO,2. NO,2. NO,5. Stone and mud,,4. Wood and Mud,,2. NO,2. NO,,2. NO
150101088802507,1. RURAL,15. DIRE DAWA,01,01,8,88,025,07,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
150101088802704,1. RURAL,15. DIRE DAWA,01,01,8,88,027,04,2. NO,2. NO,2. NO,1. YES,2. NO,3. Wood,,4. Wood and Mud,,2. NO,2. NO,,2. NO
150101088802908,2. URBAN,15. DIRE DAWA,01,01,8,88,029,08,1. YES,1. YES,1. YES,1. YES,2. NO,"7. Blocks, plastered with cement",,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
150101088803105,1. RURAL,15. DIRE DAWA,01,01,8,88,031,05,1. YES,1. YES,1. YES,1. YES,2. NO,4. Stone,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
150101088803404,1. RURAL,15. DIRE DAWA,01,01,8,88,034,04,1. YES,1. YES,1. YES,1. YES,1. YES,4. Stone,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
150101088803701,1. RURAL,15. DIRE DAWA,01,01,8,88,037,01,2. NO,1. YES,1. YES,1. YES,2. NO,4. Stone,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
