ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs10q01,cs10q01_oth,cs10q04a,cs10q04b,cs10q04c,cs10q05__Latitude,cs10q05__Longitude,cs10q05__Accuracy,cs10q05__Altitude,cs10q05__Timestamp
043030010100345,2. URBAN,4. OROMIA,30,30,1,1,003,45,2. SHOPS/STALLS,,7,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
043131010100723,2. URBAN,4. OROMIA,31,31,1,1,007,23,3. OTHER (SPECIFY),kmahabrsabu abalat,18,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
043535010100252,2. URBAN,4. OROMIA,35,35,1,1,002,52,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050102010100102,2. URBAN,5. SOMALI,01,02,1,1,001,02,2. SHOPS/STALLS,,16,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050103088801103,1. RURAL,5. SOMALI,01,03,8,88,011,03,2. SHOPS/STALLS,,27,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050109088800301,1. RURAL,5. SOMALI,01,09,8,88,003,01,2. SHOPS/STALLS,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050202088801303,1. RURAL,5. SOMALI,02,02,8,88,013,03,1. MARKETPLACE,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050205030100101,2. URBAN,5. SOMALI,02,05,3,1,001,01,1. MARKETPLACE,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050205088802405,1. RURAL,5. SOMALI,02,05,8,88,024,05,1. MARKETPLACE,,29,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050206088801407,1. RURAL,5. SOMALI,02,06,8,88,014,07,2. SHOPS/STALLS,,25,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050207088800806,1. RURAL,5. SOMALI,02,07,8,88,008,06,2. SHOPS/STALLS,,21,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050212010100806,2. URBAN,5. SOMALI,02,12,1,1,008,06,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050212010101601,2. URBAN,5. SOMALI,02,12,1,1,016,01,1. MARKETPLACE,,20,9. May,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050212010101923,2. URBAN,5. SOMALI,02,12,1,1,019,23,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050212010102805,2. URBAN,5. SOMALI,02,12,1,1,028,05,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050213088801502,1. RURAL,5. SOMALI,02,13,8,88,015,02,1. MARKETPLACE,,30,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050301088800706,2. URBAN,5. SOMALI,03,01,8,88,007,06,2. SHOPS/STALLS,,24,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050303088800907,2. URBAN,5. SOMALI,03,03,8,88,009,07,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050304088801205,2. URBAN,5. SOMALI,03,04,8,88,012,05,2. SHOPS/STALLS,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050309088800903,2. URBAN,5. SOMALI,03,09,8,88,009,03,2. SHOPS/STALLS,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050310010100201,2. URBAN,5. SOMALI,03,10,1,1,002,01,2. SHOPS/STALLS,,25,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050312010101002,2. URBAN,5. SOMALI,03,12,1,1,010,02,1. MARKETPLACE,,24,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050405088800906,2. URBAN,5. SOMALI,04,05,8,88,009,06,2. SHOPS/STALLS,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050405088801501,2. URBAN,5. SOMALI,04,05,8,88,015,01,2. SHOPS/STALLS,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050407010100404,2. URBAN,5. SOMALI,04,07,1,1,004,04,2. SHOPS/STALLS,,29,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050408088800501,2. URBAN,5. SOMALI,04,08,8,88,005,01,2. SHOPS/STALLS,,25,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050502088800603,2. URBAN,5. SOMALI,05,02,8,88,006,03,1. MARKETPLACE,,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050506088800603,2. URBAN,5. SOMALI,05,06,8,88,006,03,2. SHOPS/STALLS,,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050511010100602,2. URBAN,5. SOMALI,05,11,1,1,006,02,2. SHOPS/STALLS,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050602088800702,2. URBAN,5. SOMALI,06,02,8,88,007,02,1. MARKETPLACE,,16,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050604088800604,2. URBAN,5. SOMALI,06,04,8,88,006,04,2. SHOPS/STALLS,,17,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050605020100107,2. URBAN,5. SOMALI,06,05,2,1,001,07,2. SHOPS/STALLS,,20,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050606088800801,2. URBAN,5. SOMALI,06,06,8,88,008,01,2. SHOPS/STALLS,,18,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050610088800304,2. URBAN,5. SOMALI,06,10,8,88,003,04,1. MARKETPLACE,,21,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050611010100206,2. URBAN,5. SOMALI,06,11,1,1,002,06,1. MARKETPLACE,,21,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050611010101009,2. URBAN,5. SOMALI,06,11,1,1,010,09,1. MARKETPLACE,,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050701088801207,2. URBAN,5. SOMALI,07,01,8,88,012,07,2. SHOPS/STALLS,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050703088800901,2. URBAN,5. SOMALI,07,03,8,88,009,01,2. SHOPS/STALLS,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050704088801101,2. URBAN,5. SOMALI,07,04,8,88,011,01,2. SHOPS/STALLS,,17,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050706010100201,2. URBAN,5. SOMALI,07,06,1,1,002,01,2. SHOPS/STALLS,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050707088800603,2. URBAN,5. SOMALI,07,07,8,88,006,03,2. SHOPS/STALLS,,6,6. February,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050801010100308,2. URBAN,5. SOMALI,08,01,1,1,003,08,2. SHOPS/STALLS,,16,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050802088801803,2. URBAN,5. SOMALI,08,02,8,88,018,03,2. SHOPS/STALLS,,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050805088800704,2. URBAN,5. SOMALI,08,05,8,88,007,04,1. MARKETPLACE,,18,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050807088800305,2. URBAN,5. SOMALI,08,07,8,88,003,05,2. SHOPS/STALLS,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050808088801601,2. URBAN,5. SOMALI,08,08,8,88,016,01,2. SHOPS/STALLS,,26,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050901010100102,2. URBAN,5. SOMALI,09,01,1,1,001,02,2. SHOPS/STALLS,,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050902088801202,1. RURAL,5. SOMALI,09,02,8,88,012,02,2. SHOPS/STALLS,,5,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050905088800202,1. RURAL,5. SOMALI,09,05,8,88,002,02,2. SHOPS/STALLS,,3,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050906010100116,2. URBAN,5. SOMALI,09,06,1,1,001,16,1. MARKETPLACE,,7,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
050907088800903,1. RURAL,5. SOMALI,09,07,8,88,009,03,2. SHOPS/STALLS,,15,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
051003088800201,2. URBAN,5. SOMALI,10,03,8,88,002,01,2. SHOPS/STALLS,,23,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
051004088801303,2. URBAN,5. SOMALI,10,04,8,88,013,03,1. MARKETPLACE,,23,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
051101088801203,2. URBAN,5. SOMALI,11,01,8,88,012,03,1. MARKETPLACE,,22,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060101088800403,1. RURAL,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,1. MARKETPLACE,,12,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060103088801802,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,018,02,2. SHOPS/STALLS,,17,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060103088804602,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,046,02,3. OTHER (SPECIFY),Kebele Akababi,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060103088806701,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,067,01,2. SHOPS/STALLS,,15,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060104010100103,2. URBAN,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,1. MARKETPLACE,,13,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060104088800802,1. RURAL,6. BENISHANGUL GUMUZ,01,04,8,88,008,02,2. SHOPS/STALLS,,14,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060105088801701,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,017,01,1. MARKETPLACE,,18,6. February,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060105088803201,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,2. SHOPS/STALLS,,13,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060107088800402,1. RURAL,6. BENISHANGUL GUMUZ,01,07,8,88,004,02,1. MARKETPLACE,,13,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060108010100106,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,1. MARKETPLACE,,18,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060108010100205,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,1. MARKETPLACE,,19,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060108010100319,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,1. MARKETPLACE,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060108010100415,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,004,15,1. MARKETPLACE,,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060201010100103,2. URBAN,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,1. MARKETPLACE,,11,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060201088801903,1. RURAL,6. BENISHANGUL GUMUZ,02,01,8,88,019,03,2. SHOPS/STALLS,,11,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060203010100106,2. URBAN,6. BENISHANGUL GUMUZ,02,03,1,1,001,06,2. SHOPS/STALLS,,17,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060203088800704,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,1. MARKETPLACE,,15,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060203088802004,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,1. MARKETPLACE,,15,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060204020100105,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,2. SHOPS/STALLS,,16,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060205040100108,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,2. SHOPS/STALLS,,14,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060205088801701,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,2. SHOPS/STALLS,,13,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060206020100103,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,1. MARKETPLACE,,14,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060206088800203,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,2. SHOPS/STALLS,,17,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060206088800904,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,2. SHOPS/STALLS,,15,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060207030100102,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,2. SHOPS/STALLS,,15,9. May,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060207088801401,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,1. MARKETPLACE,,17,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060302010100105,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,3. OTHER (SPECIFY),Kesuke ena Kegebeya,18,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060305010100106,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,3. OTHER (SPECIFY),Gebya  ena  suke,15,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
060401088802401,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,3. OTHER (SPECIFY),bekebelew gebeya silelele be weredaw ketema yeshetutin naw yetemola sewochun bemeteyek,10,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070104088801204,1. RURAL,7. SNNP,01,04,8,88,012,04,3. OTHER (SPECIFY),kesuk na kegebeya,14,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070108088800802,1. RURAL,7. SNNP,01,08,8,88,008,02,1. MARKETPLACE,,12,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070110010100205,2. URBAN,7. SNNP,01,10,1,1,002,05,1. MARKETPLACE,,18,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070112088800907,1. RURAL,7. SNNP,01,12,8,88,009,07,3. OTHER (SPECIFY),kegebeyana kesuk,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070205030100103,2. URBAN,7. SNNP,02,05,3,1,001,03,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070205088801202,1. RURAL,7. SNNP,02,05,8,88,012,02,1. MARKETPLACE,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070210088801703,1. RURAL,7. SNNP,02,10,8,88,017,03,1. MARKETPLACE,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070211010100614,2. URBAN,7. SNNP,02,11,1,1,006,14,1. MARKETPLACE,,25,6. February,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070302088800701,1. RURAL,7. SNNP,03,02,8,88,007,01,1. MARKETPLACE,,23,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070305088801101,1. RURAL,7. SNNP,03,05,8,88,011,01,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070309010100307,2. URBAN,7. SNNP,03,09,1,1,003,07,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070403088802407,1. RURAL,7. SNNP,04,03,8,88,024,07,1. MARKETPLACE,,4,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070407088801207,1. RURAL,7. SNNP,04,07,8,88,012,07,1. MARKETPLACE,,6,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070409010100108,2. URBAN,7. SNNP,04,09,1,1,001,08,2. SHOPS/STALLS,,24,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070410088800810,1. RURAL,7. SNNP,04,10,8,88,008,10,2. SHOPS/STALLS,,24,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070414088800609,1. RURAL,7. SNNP,04,14,8,88,006,09,2. SHOPS/STALLS,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070418088801803,1. RURAL,7. SNNP,04,18,8,88,018,03,1. MARKETPLACE,,5,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070420010100106,2. URBAN,7. SNNP,04,20,1,1,001,06,1. MARKETPLACE,,24,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070501088800605,1. RURAL,7. SNNP,05,01,8,88,006,05,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
070503088801401,1. RURAL,7. SNNP,05,03,8,88,014,01,2. SHOPS/STALLS,,23,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
